Jaccard,BLEU,ROUGE-1,ROUGE-2,ROUGE-L
0.6595744681,2.23E-155,0.1025640984,0.007999995832,0.1025640984
0.6774193548,7.36E-233,0.1066666633,0,0.1066666633
0.625,7.23E-232,0.06837606577,0,0.06837606577
0.6296296296,0,0,0,0
0.4583333333,8.16E-232,0.09090908895,0,0.09090908895
0.6486486486,9.91E-232,0.1445783084,0,0.1445783084
0.641509434,8.16E-232,0.09142856803,0,0.0799999966
0.6170212766,2.58E-155,0.1829268245,0.009259254698,0.1219512147
0.612244898,9.29E-232,0.1385281351,0,0.1212121178
0.6060606061,0,0,0,0
0.55,6.23E-233,0.1012658196,0,0.1012658196
0.6363636364,2.17E-232,0.08333332938,0,0.04166666272
0.7586206897,5.98E-232,0.1363636317,0,0.1363636317
0.6363636364,7.31E-233,0.05797101093,0,0.05797101093
0.5882352941,1.05E-231,0.1142857093,0,0.05714285218
0.6,1.19E-232,0.1016949113,0,0.03389830113
0.6363636364,3.18E-233,0.04878048466,0,0.04878048466
0.4827586207,2.43E-234,0.1379310324,0,0.1034482737
0.6666666667,1.07E-232,0.1408450669,0,0.1126760528
0.4772727273,7.73E-233,0.05479451713,0,0.02739725685
0.3658536585,1.01E-234,0.126984125,0,0.09523809326
0.5789473684,2.08E-232,0.1071428531,0,0.1071428531
0.512195122,1.84E-232,0.1846153809,0,0.1538461501
0.6511627907,1.01E-231,0.1599999955,0,0.1599999955
0.6923076923,3.15E-232,0.1290322534,0,0.1290322534
0.431372549,4.64E-233,0.0749999968,0,0.0499999968
0.5652173913,1.05E-78,0.2020201971,0.03883494659,0.2020201971
0.3846153846,2.83E-235,0.06060605871,0,0.03030302841
0.6666666667,1.07E-231,0.1341463367,0,0.1219512148
0.59375,0,0,0,0
0.64,2.85E-155,0.1507537646,0.01593625079,0.1507537646
0.4565217391,8.17E-233,0.0555555521,0,0.0555555521
0.3255813953,2.93E-158,0.126984125,0.02666666497,0.09523809326
0.55,8.17E-233,0.05797101093,0,0.02898550368
0.3333333333,2.20E-235,0.09090908901,0,0.09090908901
0.5675675676,1.09E-232,0.1230769194,0,0.1230769194
0.512195122,8.11E-233,0.02739725685,0,0.02739725685
0.5526315789,8.67E-232,0.0634920587,0,0.03174602696
0.8048780488,2.24E-155,0.161073821,0.009950244529,0.1476510023
0.55,4.39E-233,0.0740740709,0,0.0740740709
0.5675675676,1.27E-232,0.06249999625,0,0.06249999625
0.6578947368,2.83E-155,0.1590909049,0.02040815937,0.1363636322
0.7708333333,1.96E-155,0.08376962945,0.008583687291,0.08376962945
0.6607142857,9.22E-232,0.08928570929,0,0.07142856643
0.5526315789,0,0,0,0
0.5106382979,7.50E-232,0.06134969057,0,0.06134969057
0.5526315789,3.36E-233,0.04819276797,0,0.02409638243
0.3,4.11E-239,0.04347825965,0,0.04347825965
0.5434782609,8.16E-232,0.06369426529,0,0.05095541179
0.5789473684,4.69E-233,0.05128204802,0,0.02564102238
0.5,0,0,0,0
0.4666666667,5.20E-233,0.02816901059,0,0.02816901059
0.35,8.07E-235,0.09677419155,0,0.09677419155
0.2307692308,0,0,0,0
0.3111111111,3.72E-235,0.08219177909,0,0.05479451881
0.512195122,4.66E-233,0.02739725685,0,0.02739725685
0.5365853659,6.13E-233,0.0821917774,0,0.0821917774
0.3181818182,7.54E-232,0.09756097085,0,0.04878048305
0.5918367347,1.22E-155,0.2291666621,0.0180180137,0.1874999954
0.6666666667,7.54E-232,0.1025640977,0,0.05128204644
0.511627907,3.93E-233,0.07692307366,0,0.07692307366
