Jaccard,BLEU,ROUGE-1,ROUGE-2,ROUGE-L
0.703011803,4.2e-156,0.16452122449999998,0.013071894096666667,0.13993023783333333
0.7635540464,1.2433333333333333e-155,0.18276741176666667,0.02113044295333333,0.1749242745
0.6344393174,3.433333333333333e-79,0.15869168846666667,0.016666665503333334,0.15869168846666667
0.6594682457,8.64e-232,0.10205683644666667,0.0,0.08579667383333334
0.6516642947333334,1.0666666666666667e-231,0.16510318463333332,0.0,0.16510318463333332
0.7550675675666666,1.1466666666666668e-155,0.23944223446666668,0.015250541463333331,0.21924021426666665
0.6196808510666667,8.763333333333333e-232,0.10076600636666666,0.0,0.10076600636666666
0.6514214046666668,6.8e-156,0.18789226846666665,0.030168900806666666,0.17339266243333332
0.6354397635,2.3466666666666667e-155,0.23902255496666666,0.012703018176666669,0.22420774013333333
0.6173275329333333,2.2200000000000002e-232,0.02530134672333333,0.0,0.02530134672333333
0.5892857142666666,0.023971590103333332,0.2541009153,0.07380310334333334,0.23991651813333337
0.9025089605666666,0.16443016683333334,0.42221900546666663,0.21558645716666666,0.3747892227666667
0.7201426025000001,2.0033333333333332e-155,0.1454047745,0.01542714167,0.1454047745
0.7293650793666666,4.6e-79,0.24891205203333333,0.03519301969,0.21989569093333336
0.6631257631,0.0927158912,0.26983377833,0.17338877083333334,0.26983377833
0.6882309941666667,0.14892590563333333,0.2992074066666667,0.15919898343333336,0.290976954
0.8078431372666667,0.1252176022,0.3604602897,0.14807441506666666,0.34763977686666664
0.6848341429000001,2.19e-155,0.22311021860000002,0.022305446889999997,0.21456321003333334
0.7268819973333334,0.07949411011,0.295492453,0.10604782211666665,0.2814433550666667
0.7008051529666667,2.0833333333333333e-155,0.14815400986666669,0.0204308628,0.1394960012
0.6015959366666667,0.03669817846666667,0.2560212168,0.08834590794333334,0.2560212168
0.47380952379999997,2.36e-155,0.15328353246666668,0.03354430060666667,0.15328353246666668
0.6197249007666666,2.2733333333333335e-155,0.20198594699999997,0.01433857215,0.18546207923333333
0.642721669,0.052640400090000004,0.20976879976666665,0.07212666731666666,0.20976879976666665
0.6881881881999999,3.046666666666667e-79,0.2078754533,0.0228936776,0.2078754533
0.5233511586333334,1.0633333333333335e-79,0.09764309359666666,0.012944982593333333,0.09764309359666666
0.6799649317333333,1.0066666666666666e-155,0.12260759065666665,0.005747124773333333,0.12260759065666665
0.5978213507666666,0.019636682313333334,0.14598706343333334,0.030030028463333334,0.13202507513333334
0.5742857143000001,1.1366666666666667e-231,0.14632540516666667,0.0,0.14042570016666667
0.6902027364,3.0333333333333332e-155,0.18299432736666665,0.058836066746666665,0.17224163918333332
0.6730779147333333,1.2566666666666668e-155,0.15166544926666667,0.012020789806666668,0.15166544926666667
0.6047008547,3.566666666666667e-79,0.13191281686,0.010416665003333334,0.13191281686
0.6939009661666667,0.03722364736666667,0.18702648201333336,0.06339031027666667,0.1793636467466667
0.5817498582,2.1800000000000002e-155,0.18480221510000003,0.018135288243333332,0.15439379706666667
0.6947854976333333,0.013214787296666667,0.20263862636666666,0.03721652256,0.19646578683333335
0.5442768506666668,2.236666666666667e-232,0.11803609936333333,0.0,0.10823217779333333
0.6278640059333334,9.1e-156,0.1387599061,0.00628930654,0.13202589936666667
0.7051353875,9.453333333333333e-232,0.1414355744,0.0,0.13230315433333334
0.6507936508333333,1.03e-155,0.17632037470000003,0.006172837866666667,0.16891296730000002
0.6395663957000001,0.055752193959999995,0.2970251673666667,0.12829473873666666,0.27574370286666666
0.6570215915666667,2.6033333333333333e-79,0.1230927237,0.015686272966666668,0.10531178486666666
0.7019607843000001,2.0833333333333333e-155,0.12929968107666667,0.018161598136666665,0.11919867097666666
0.5268329554333334,8.453333333333334e-232,0.07492365067333333,0.0,0.06603476177333334
0.6928643798,8.786666666666667e-232,0.09179705136333334,0.0,0.05895567388333334
0.5604083948,1.0796666666666666e-231,0.14388888390000001,0.0,0.13436507436666667
0.6251803752,1.1066666666666667e-231,0.13499660916,0.0,0.13499660916
0.6466369175000001,1.3189999999999999e-232,0.11990761245666666,0.006472490716666667,0.1052555978
0.6940754796666666,8.033333333333332e-156,0.1995009774333333,0.008547007066666666,0.17182494976666665
0.7188488298333334,3.4966666666666665e-155,0.17486967326666666,0.03248480228,0.17486967326666666
0.5800064185,4.7e-156,0.14710177213,0.00641025499,0.12410711973333333
0.4602977667333333,0.0,0.0,0.0,0.0
0.6349984867999999,3.14e-79,0.1629963678,0.02950126855,0.1417000715
0.701897019,0.04112282476666667,0.23539503496666667,0.06404151091,0.2207430203
0.5941429802,0.04098184446666667,0.2035203473666667,0.049180326266666664,0.19657590293333335
0.5386777114333333,0.021824460876666663,0.17403473276666667,0.03636363486666667,0.159114336
0.5121951219666667,8.423333333333334e-233,0.12555555204333332,0.0,0.11666666314333334
0.6599692577999999,0.05118967953333334,0.2271030673,0.07209986975999999,0.2124066849
0.4000452284,0.0177294262,0.2277778391333333,0.02941176318333333,0.19118389116666668
0.6720135677,0.08248170863333333,0.2959871083,0.1372705633,0.2959871083
0.6370573870333334,1.5500000000000002e-155,0.15048732453333333,0.025157231066666664,0.1387914181
0.6356768424333333,0.022651369573333333,0.17408654286333336,0.05555555423333333,0.15943452819666667
